branch,skills,cgpa,projects,internships,communication,career
ECE,signal processing electronics,6.56,5,1,10,Hardware Engineer
CSE,ai deep learning neural networks,9.08,3,0,8,AI Engineer
ECE,iot sensors arduino embedded,7.64,1,0,6,Embedded Engineer
ECE,verilog vlsi design circuits,6.78,4,2,6,Embedded Engineer
ME,robotics automation design,8.16,4,1,8,Design Engineer
IT,react node mongodb fullstack,7.38,3,2,6,DevOps Engineer
ECE,signal processing electronics,8.84,1,0,8,IoT Engineer
CE,construction surveying site work,7.89,2,2,6,Civil Engineer
CE,geotechnical civil engineering,7.19,1,1,7,Site Engineer
ME,mechanical cad cam,9.49,5,1,7,Design Engineer
ECE,signal processing electronics,8.58,5,0,8,Hardware Engineer
IT,python flask apis backend,9.09,1,2,6,Full Stack Developer
ME,autocad solidworks design,8.17,4,2,9,Design Engineer
ECE,embedded c microcontrollers,6.85,1,0,6,IoT Engineer
ECE,embedded c microcontrollers,6.95,3,0,8,Hardware Engineer
ECE,signal processing electronics,8.16,1,2,6,IoT Engineer
ECE,iot sensors arduino embedded,6.58,2,0,8,IoT Engineer
CE,geotechnical civil engineering,9.18,2,0,10,Site Engineer
ECE,signal processing electronics,7.1,5,1,9,IoT Engineer
ECE,iot sensors arduino embedded,7.82,5,0,9,IoT Engineer
ME,robotics automation design,8.09,1,0,6,Design Engineer
CE,structure planning autocad,8.9,2,2,10,Site Engineer
CSE,django python sql backend,8.94,5,1,10,Mobile App Developer
ME,thermal systems manufacturing,7.88,1,2,6,Design Engineer
ECE,embedded c microcontrollers,9.38,5,1,10,Embedded Engineer
CE,infrastructure design planning,6.83,1,1,10,Site Engineer
CE,geotechnical civil engineering,7.95,5,0,8,Civil Engineer
IT,python flask apis backend,7.33,3,0,8,DevOps Engineer
ECE,embedded c microcontrollers,7.49,2,1,8,Embedded Engineer
ECE,iot sensors arduino embedded,9.08,1,1,6,Hardware Engineer
ME,thermal systems manufacturing,6.62,1,1,7,Design Engineer
CSE,django python sql backend,9.22,2,0,9,Mobile App Developer
IT,java spring boot microservices,8.46,1,0,6,Backend Developer
ME,thermal systems manufacturing,7.89,5,1,10,Design Engineer
IT,react node mongodb fullstack,7.0,5,2,7,Security Analyst
CE,construction surveying site work,8.51,4,0,10,Civil Engineer
CE,structure planning autocad,7.51,5,2,8,Civil Engineer
IT,python flask apis backend,8.06,2,1,10,DevOps Engineer
CE,construction surveying site work,8.95,3,1,8,Site Engineer
CE,structure planning autocad,7.6,4,0,7,Civil Engineer
IT,python flask apis backend,6.96,4,0,10,Software Engineer
IT,react node mongodb fullstack,8.65,5,0,7,DevOps Engineer
CSE,ai deep learning neural networks,8.99,2,1,9,Backend Developer
CSE,flutter mobile apps firebase,6.51,5,1,8,Backend Developer
CSE,nodejs express mongodb api,6.79,5,0,6,Mobile App Developer
ECE,embedded c microcontrollers,7.3,5,0,9,Embedded Engineer
CSE,django python sql backend,9.02,5,0,9,Frontend Developer
ECE,iot sensors arduino embedded,7.73,3,1,6,Hardware Engineer
ECE,signal processing electronics,6.69,4,2,8,Hardware Engineer
CE,construction surveying site work,9.42,2,1,10,Site Engineer
CSE,html css javascript react,9.09,1,2,9,AI Engineer
IT,cyber security linux networking,8.59,3,0,10,Backend Developer
IT,react node mongodb fullstack,8.12,5,1,7,Full Stack Developer
ECE,embedded c microcontrollers,6.93,5,2,9,Embedded Engineer
ECE,signal processing electronics,7.93,4,1,8,Hardware Engineer
IT,aws docker kubernetes cloud,7.11,5,0,10,Software Engineer
IT,java spring boot microservices,9.09,2,2,10,DevOps Engineer
CSE,ai deep learning neural networks,7.3,4,0,10,Data Scientist
CE,construction surveying site work,8.3,1,2,10,Site Engineer
IT,python flask apis backend,7.76,5,2,6,DevOps Engineer
CSE,django python sql backend,8.78,2,0,8,AI Engineer
ECE,signal processing electronics,7.42,3,2,10,Embedded Engineer
IT,java spring boot microservices,9.3,2,2,9,DevOps Engineer
CE,construction surveying site work,9.4,3,0,6,Site Engineer
CE,geotechnical civil engineering,7.69,4,2,6,Site Engineer
CSE,python machine learning ai data analysis,7.75,3,1,6,Backend Developer
ME,mechanical cad cam,8.31,4,2,7,Mechanical Engineer
ECE,iot sensors arduino embedded,7.03,5,2,9,Embedded Engineer
ME,autocad solidworks design,8.19,4,0,8,Design Engineer
ECE,iot sensors arduino embedded,9.23,4,1,6,Hardware Engineer
IT,react node mongodb fullstack,8.03,4,2,8,Software Engineer
CSE,flutter mobile apps firebase,7.41,2,1,8,Data Scientist
CE,infrastructure design planning,7.64,2,2,7,Site Engineer
CSE,flutter mobile apps firebase,8.6,2,2,9,Frontend Developer
ME,mechanical cad cam,6.89,1,1,9,Design Engineer
CE,infrastructure design planning,9.38,3,2,7,Civil Engineer
ME,thermal systems manufacturing,7.31,1,0,7,Mechanical Engineer
IT,react node mongodb fullstack,7.47,2,2,7,Security Analyst
CE,geotechnical civil engineering,7.75,4,1,8,Civil Engineer
CSE,django python sql backend,6.99,1,1,9,Frontend Developer
CSE,flutter mobile apps firebase,7.39,1,1,10,Frontend Developer
ME,mechanical cad cam,8.08,2,0,9,Mechanical Engineer
ME,autocad solidworks design,6.92,3,1,7,Design Engineer
CSE,flutter mobile apps firebase,8.63,1,1,7,Frontend Developer
ME,thermal systems manufacturing,7.1,1,2,6,Mechanical Engineer
ME,mechanical cad cam,9.08,5,0,6,Design Engineer
ME,thermal systems manufacturing,6.69,1,2,7,Mechanical Engineer
ME,thermal systems manufacturing,7.02,3,2,7,Mechanical Engineer
CSE,django python sql backend,9.31,5,0,9,Frontend Developer
ME,robotics automation design,8.77,2,2,7,Mechanical Engineer
CSE,nodejs express mongodb api,7.86,4,1,9,Frontend Developer
ME,thermal systems manufacturing,6.67,3,2,10,Mechanical Engineer
ECE,iot sensors arduino embedded,7.42,4,0,8,Hardware Engineer
ME,robotics automation design,8.24,1,0,6,Mechanical Engineer
IT,java spring boot microservices,9.43,4,0,10,Backend Developer
ME,robotics automation design,7.68,5,0,9,Mechanical Engineer
CSE,django python sql backend,6.8,5,0,9,Frontend Developer
ECE,signal processing electronics,8.59,3,1,6,IoT Engineer
IT,aws docker kubernetes cloud,8.59,4,0,7,Security Analyst
ECE,embedded c microcontrollers,9.31,1,0,6,Embedded Engineer
CE,infrastructure design planning,8.57,2,2,8,Site Engineer
ME,robotics automation design,9.25,4,2,8,Mechanical Engineer
ME,autocad solidworks design,7.95,1,2,6,Mechanical Engineer
CSE,ai deep learning neural networks,7.77,2,2,10,AI Engineer
ME,autocad solidworks design,9.02,1,1,8,Mechanical Engineer
ECE,embedded c microcontrollers,8.33,3,2,8,Hardware Engineer
ME,mechanical cad cam,7.76,5,2,9,Mechanical Engineer
CSE,nodejs express mongodb api,8.89,5,1,10,AI Engineer
ECE,signal processing electronics,7.43,5,2,10,Hardware Engineer
ME,mechanical cad cam,8.38,5,2,10,Design Engineer
CSE,ai deep learning neural networks,8.74,2,0,8,Data Scientist
ME,autocad solidworks design,7.91,1,0,10,Mechanical Engineer
CE,structure planning autocad,8.09,1,2,7,Site Engineer
CSE,nodejs express mongodb api,8.86,2,2,9,Mobile App Developer
CE,infrastructure design planning,6.94,2,2,8,Site Engineer
CE,geotechnical civil engineering,8.14,5,1,9,Site Engineer
ME,mechanical cad cam,8.0,5,0,6,Design Engineer
CE,construction surveying site work,7.44,3,0,9,Civil Engineer
ME,autocad solidworks design,7.38,1,0,8,Design Engineer
IT,java spring boot microservices,7.55,5,1,8,Software Engineer
CE,structure planning autocad,7.9,1,2,8,Site Engineer
IT,python flask apis backend,9.23,1,0,9,Backend Developer
IT,react node mongodb fullstack,9.41,4,1,6,DevOps Engineer
ECE,iot sensors arduino embedded,7.39,1,2,10,IoT Engineer
ME,robotics automation design,7.61,3,2,9,Mechanical Engineer
IT,python flask apis backend,8.76,5,2,7,Backend Developer
IT,aws docker kubernetes cloud,6.91,3,1,10,DevOps Engineer
CE,structure planning autocad,6.61,4,2,9,Civil Engineer
ME,autocad solidworks design,7.75,3,2,10,Mechanical Engineer
ECE,signal processing electronics,7.93,1,0,6,Embedded Engineer
CE,construction surveying site work,8.2,2,1,7,Site Engineer
ECE,verilog vlsi design circuits,7.91,3,0,10,Embedded Engineer
ECE,embedded c microcontrollers,7.72,2,0,7,Embedded Engineer
CE,geotechnical civil engineering,6.78,2,0,6,Site Engineer
ECE,embedded c microcontrollers,7.23,2,1,9,IoT Engineer
ME,thermal systems manufacturing,9.23,2,2,8,Mechanical Engineer
CSE,ai deep learning neural networks,7.78,3,2,8,Frontend Developer
CSE,nodejs express mongodb api,8.96,1,2,7,Mobile App Developer
ME,autocad solidworks design,7.14,2,2,8,Mechanical Engineer
ME,robotics automation design,8.87,5,0,9,Design Engineer
IT,aws docker kubernetes cloud,6.53,3,2,6,Full Stack Developer
CE,construction surveying site work,8.04,4,1,9,Civil Engineer
CSE,nodejs express mongodb api,8.28,3,1,7,Mobile App Developer
CSE,python machine learning ai data analysis,7.89,5,0,9,Frontend Developer
CSE,python machine learning ai data analysis,7.0,2,1,8,AI Engineer
IT,react node mongodb fullstack,8.89,3,1,8,Backend Developer
ECE,iot sensors arduino embedded,7.72,3,1,7,Embedded Engineer
CE,infrastructure design planning,7.46,2,1,6,Site Engineer
CE,geotechnical civil engineering,7.84,3,1,8,Site Engineer
IT,aws docker kubernetes cloud,8.43,4,1,7,Software Engineer
ME,thermal systems manufacturing,8.95,5,2,9,Mechanical Engineer
ME,mechanical cad cam,8.0,2,0,10,Design Engineer
ECE,iot sensors arduino embedded,7.77,5,0,6,Hardware Engineer
CSE,django python sql backend,7.31,4,1,9,Frontend Developer
ECE,verilog vlsi design circuits,7.03,3,2,6,Hardware Engineer
ME,thermal systems manufacturing,7.02,1,1,7,Design Engineer
CE,geotechnical civil engineering,7.1,4,2,10,Civil Engineer
CSE,django python sql backend,8.21,3,0,10,Data Scientist
